"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Cliques no link","Toques em figurinhas"
18110405227801987,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,20,"03/25/2026 09:38",https://www.instagram.com/stories/megaelectronicosparaguay/3860745120723987395,"Story do Instagram",,Total,1491,1294,7,3,11,0,1383,,31,
17881265958510613,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,15,"03/25/2026 09:26",https://www.instagram.com/stories/megaelectronicosparaguay/3860739320446177518,"Story do Instagram",,Total,1587,1364,6,2,,1,1412,,8,
17854106886635000,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,19,"03/25/2026 08:03",https://www.instagram.com/stories/megaelectronicosparaguay/3860697315221374954,"Story do Instagram",,Total,1672,1398,10,4,5,0,1429,,21,
17845433262695910,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,23,"03/25/2026 06:13",https://www.instagram.com/stories/megaelectronicosparaguay/3860642364185079262,"Story do Instagram",,Total,1454,1330,9,0,3,0,1389,,15,
18098865073977989,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,21,"03/25/2026 06:12",https://www.instagram.com/stories/megaelectronicosparaguay/3860641896360793087,"Story do Instagram",,Total,1480,1355,7,0,1,1,1419,,16,
17892234981310331,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 366.000 Reloj Mibro Lite 3 Pro  OBS: Valor sujeto a alteración sin previo aviso 
(Incluyendo todos los productos)",9,"03/25/2026 06:10",https://www.instagram.com/stories/megaelectronicosparaguay/3860640606989802909,"Story do Instagram",,Total,1511,1370,9,0,,0,1401,1,,
18070587845555677,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,14,"03/25/2026 06:02",https://www.instagram.com/stories/megaelectronicosparaguay/3860636645469690403,"Story do Instagram",,Total,1548,1401,6,2,3,0,1490,,,
18096025175086051,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 255.000 Mibro Watch A3",17,"03/25/2026 06:01",https://www.instagram.com/stories/megaelectronicosparaguay/3860636129209589852,"Story do Instagram",,Total,1588,1426,7,0,2,0,1474,,,
17962104771059725,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Mibro GS Pro 2",15,"03/25/2026 05:37",https://www.instagram.com/stories/megaelectronicosparaguay/3860624194812474893,"Story do Instagram",,Total,1602,1450,7,0,3,0,1485,,,
18089955434268966,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 517.000 Reloj Mibro GS Pro 2",35,"03/25/2026 05:29",https://www.instagram.com/stories/megaelectronicosparaguay/3860623155463933719,"Story do Instagram",,Total,1690,1489,7,0,1,2,1609,,,
18118220185625378,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Chicas, está demasiado lindo 😮‍💨😍",15,"03/25/2026 05:19",https://www.instagram.com/stories/megaelectronicosparaguay/3860614833159508754,"Story do Instagram",,Total,1772,1550,8,0,6,0,1591,1,,
18572739967033389,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 239.000 Smartwatch Mibro Lite 3",24,"03/25/2026 04:58",https://www.instagram.com/stories/megaelectronicosparaguay/3860604536982021944,"Story do Instagram",,Total,1808,1623,9,0,4,0,1675,,,
18577423273021324,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Opciones de smartwatch 👉🏻",19,"03/25/2026 04:49",https://www.instagram.com/stories/megaelectronicosparaguay/3860599679407589540,"Story do Instagram",,Total,2078,1851,16,0,11,0,1815,2,,
18098490355950007,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 1.787.250",36,"03/24/2026 05:18",https://www.instagram.com/stories/megaelectronicosparaguay/3859889547241528009,"Story do Instagram",,Total,1461,1254,6,2,9,1,1402,,12,
18104812600716440,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 5.481.000 Bicicleta Electrónica Audisat E- Bike V8 ¡CHAU A LA GASOLINA!⛽️",38,"03/24/2026 05:14",https://www.instagram.com/stories/megaelectronicosparaguay/3859887748682033288,"Story do Instagram",,Total,1512,1318,4,0,3,0,1457,,,
18075418064443378,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 103.000 Micrófono inalámbrico Audisat X Vlog",36,"03/24/2026 04:46",https://www.instagram.com/stories/megaelectronicosparaguay/3859873626057815517,"Story do Instagram",,Total,1510,1328,5,0,4,2,1469,,,
18101695889480642,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,57,"03/24/2026 04:36",https://www.instagram.com/stories/megaelectronicosparaguay/3859868322544945417,"Story do Instagram",,Total,1539,1370,7,0,2,0,1490,,,
17872112877572548,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Productos recomendados del día ✅",34,"03/24/2026 04:25",https://www.instagram.com/stories/megaelectronicosparaguay/3859862764991484467,"Story do Instagram",,Total,1613,1434,6,2,4,1,1536,,,
18094227625861190,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,33,"03/24/2026 04:21",https://www.instagram.com/stories/megaelectronicosparaguay/3859860849201212201,"Story do Instagram",,Total,1791,1547,9,0,3,0,1658,,36,
18100077026479883,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Consola Sony PlayStation 5 Slim 1TB GS. 4.488.000 Siiiii tenemos! 💙",12,"03/23/2026 12:09",https://www.instagram.com/stories/megaelectronicosparaguay/3859371434767022424,"Story do Instagram",,Total,1564,1324,4,1,4,2,1495,,,
18147161503478642,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,38,"03/23/2026 12:04",https://www.instagram.com/stories/megaelectronicosparaguay/3859369428992072417,"Story do Instagram",,Total,1615,1380,6,1,6,0,1532,,22,
17939941182175762,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,26,"03/23/2026 12:02",https://www.instagram.com/stories/megaelectronicosparaguay/3859368625111782498,"Story do Instagram",,Total,1705,1422,8,0,5,2,1590,,,
18111586192742480,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,26,"03/23/2026 11:59",https://www.instagram.com/stories/megaelectronicosparaguay/3859366963487949062,"Story do Instagram",,Total,1859,1487,10,2,3,1,1675,,96,
18112813393783203,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,19,"03/23/2026 11:56",https://www.instagram.com/stories/megaelectronicosparaguay/3859365416368551725,"Story do Instagram",,Total,1847,1571,8,1,4,1,1691,,,
18101601845493481,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¡Compra desde la comodidad de tu casa!",51,"03/23/2026 04:38",https://www.instagram.com/stories/megaelectronicosparaguay/3859146308838473499,"Story do Instagram",,Total,1794,1528,7,1,6,1,1701,,53,
18077451860120421,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Hoy estoy con toda la energía para responderles, aprovechen! 😉",9,"03/23/2026 04:23",https://www.instagram.com/stories/megaelectronicosparaguay/3859137126475235255,"Story do Instagram",,Total,1813,1575,8,0,4,0,1733,,,
18056286638703788,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Hoy es día de hablar con ustedes 💙 @megaeletronicosoficialpy",19,"03/23/2026 04:18",https://www.instagram.com/stories/megaelectronicosparaguay/3859134829808582336,"Story do Instagram",,Total,8349,7022,9,1,9,0,1828,,,
17959688616063355,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","🍁 🍂 🍂 🍁",15,"03/21/2026 06:53",https://www.instagram.com/stories/megaelectronicosparaguay/3857762949960783318,"Story do Instagram",,Total,1421,1235,8,0,11,1,1351,1,42,
17855873169629055,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 143.000✅ Antes: GS 198.000❌ Gel Facial de Limpieza Beauty Of Joseon",17,"03/21/2026 06:48",https://www.instagram.com/stories/megaelectronicosparaguay/3857760600244589655,"Story do Instagram",,Total,1422,1280,9,2,7,0,1332,,,
18423698938186860,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,20,"03/21/2026 06:43",https://www.instagram.com/stories/megaelectronicosparaguay/3857758009758515378,"Story do Instagram",,Total,8452,7182,8,5,1,1,1395,,,
18111778081682793,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/21/2026 05:15",https://www.instagram.com/stories/megaelectronicosparaguay/3857713721205057090,"Story do Instagram",,Total,1406,1267,3,0,4,0,1386,,,
18162849490421476,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/21/2026 05:14",https://www.instagram.com/stories/megaelectronicosparaguay/3857713423921121117,"Story do Instagram",,Total,1486,1317,6,0,,0,1450,,,
18007935386698480,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","MOOD DE SÁBADO: 🥳 🥳 🤩 🔥",10,"03/21/2026 05:05",https://www.instagram.com/stories/megaelectronicosparaguay/3857708894618084079,"Story do Instagram",,Total,9100,7709,8,2,4,1,1323,,,
18135213976516886,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,16,"03/21/2026 04:54",https://www.instagram.com/stories/megaelectronicosparaguay/3857703134479734742,"Story do Instagram",,Total,7470,6580,11,2,2,0,1411,,,
18183331939330239,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Hasta 80% OFF 🍁 🍂 🍂 🍂 🍁",33,"03/21/2026 04:23",https://www.instagram.com/stories/megaelectronicosparaguay/3857696003768652709,"Story do Instagram",,Total,8421,7115,15,2,6,1,1568,,,
18049283429520997,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","En estos dias sale un contenido sobre el intercomunicador 🤩",0,"03/20/2026 08:21",https://www.instagram.com/stories/megaelectronicosparaguay/3857082353311749105,"Story do Instagram",,Total,1442,1178,5,0,12,0,1329,1,,29
18329537857218211,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/20/2026 05:40",https://www.instagram.com/stories/megaelectronicosparaguay/3857001747940845715,"Story do Instagram",,Total,1243,1098,4,0,3,1,1223,,,
18349983730228694,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/20/2026 05:40",https://www.instagram.com/stories/megaelectronicosparaguay/3857001608228593145,"Story do Instagram",,Total,1272,1114,4,0,,0,1251,,,
18097541839960088,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/20/2026 05:40",https://www.instagram.com/stories/megaelectronicosparaguay/3857001516977342112,"Story do Instagram",,Total,1313,1127,5,0,2,0,1282,,,
18065975183330827,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,13,"03/20/2026 05:31",https://www.instagram.com/stories/megaelectronicosparaguay/3856997006741560433,"Story do Instagram",,Total,1358,1164,7,0,1,0,1301,,,
18001647125860228,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Productos con hasta 80% off",26,"03/20/2026 05:26",https://www.instagram.com/stories/megaelectronicosparaguay/3856994517732509213,"Story do Instagram",,Total,1433,1221,7,0,,0,1383,,21,
17930477103226349,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Cargador portátil Xiaomi 20W Ultra  Antes: GS. 143.000❌ Ahora: GS. 119.000✅",28,"03/20/2026 05:14",https://www.instagram.com/stories/megaelectronicosparaguay/3856988579269144356,"Story do Instagram",,Total,1516,1258,7,0,1,1,1454,,9,
18073963475395942,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Vaso térmico Stanley Messi de 1.18 litros  Antes: GS. 636.000❌ Ahora: GS. 572.000✅",47,"03/20/2026 04:55",https://www.instagram.com/stories/megaelectronicosparaguay/3856979015903689433,"Story do Instagram",,Total,1548,1314,8,0,3,2,1486,,3,
18100478737938428,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","🍁 🍂 🍂 🍂 🍁 🍂",41,"03/20/2026 04:43",https://www.instagram.com/stories/megaelectronicosparaguay/3856972917050171373,"Story do Instagram",,Total,1800,1512,13,0,11,1,1637,,32,
18155659909449368,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¿Se te anda perdiendo el novio?  Localizador Audisat Pack de 4 unidades  GS. 119.000 😏 🔥 😏",33,"03/19/2026 06:06",https://www.instagram.com/stories/megaelectronicosparaguay/3856289640291205861,"Story do Instagram",,Total,1480,1271,4,0,15,0,1379,1,,
17955121200089731,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Speaker Audisat X88 Boom  GS. 469.000 OBS: Valor sujeto a alteración",33,"03/19/2026 06:03",https://www.instagram.com/stories/megaelectronicosparaguay/3856288428070236427,"Story do Instagram",,Total,1501,1311,5,0,7,1,1439,,,
18068469869295314,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,23,"03/19/2026 06:01",https://www.instagram.com/stories/megaelectronicosparaguay/3856287221285098002,"Story do Instagram",,Total,1558,1366,5,0,3,0,1454,,16,
17887694802450905,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,27,"03/19/2026 05:53",https://www.instagram.com/stories/megaelectronicosparaguay/3856283104055616000,"Story do Instagram",,Total,1597,1402,6,3,1,0,1501,1,20,
17897249265411723,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,17,"03/19/2026 05:44",https://www.instagram.com/stories/megaelectronicosparaguay/3856278713349120014,"Story do Instagram",,Total,1612,1432,7,0,4,3,1525,,,
17920169340276636,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Speaker Audisat X300 Boombox 3.000 GS. 1.112.000 OBS: Valor sujeto a alteración",23,"03/19/2026 05:43",https://www.instagram.com/stories/megaelectronicosparaguay/3856278086485250225,"Story do Instagram",,Total,1631,1487,6,0,3,0,1540,,,
18096488968772207,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,30,"03/03/2026 03:59",https://www.instagram.com/stories/megaelectronicosparaguay/3844660396703117945,"Story do Instagram",,Total,2144,1946,9,1,,0,2039,,6,
17877671067507466,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 2.144.000✅ Antes: Gs. 2.376.000❌ Blackview BL8800 Pro de 128GB",21,"03/03/2026 04:03",https://www.instagram.com/stories/megaelectronicosparaguay/3844661936138487066,"Story do Instagram",,Total,2085,1913,6,0,,0,1981,,,
18002482256716412,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Prohibido mentir 🚨 En el 2018/2019 todos llegamos a posar así en las fotos 🤣🤣 (Principalmente las chicas JAJAJAJJAJAJ)",0,"03/03/2026 04:09",https://www.instagram.com/stories/megaelectronicosparaguay/3844664704387523196,"Story do Instagram",,Total,2205,1883,12,0,,0,2041,,,
18340893667214599,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,32,"03/03/2026 04:11",https://www.instagram.com/stories/megaelectronicosparaguay/3844666417811047256,"Story do Instagram",,Total,2223,1850,4,0,3,1,2141,,13,
18351270463228971,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¿Escucharon? 😏😎",10,"03/03/2026 04:14",https://www.instagram.com/stories/megaelectronicosparaguay/3844667448955561652,"Story do Instagram",,Total,2086,1828,5,0,4,0,1748,,,
18076764047108306,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Tips con @araa_garcia 😉🤣",60,"03/03/2026 04:28",https://www.instagram.com/stories/megaelectronicosparaguay/3844674617734111686,"Story do Instagram",,Total,2668,2113,8,1,15,0,2001,,,57
17870895009559846,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¿Vos sos team Pro o Pro Max? Lanzamiento Xiaomi",33,"03/03/2026 10:43",https://www.instagram.com/stories/megaelectronicosparaguay/3844864058432510393,"Story do Instagram",,Total,2328,2025,13,0,7,2,2146,,,
17862735771602490,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/03/2026 10:52",https://www.instagram.com/stories/megaelectronicosparaguay/3844867720672301026,"Story do Instagram",,Total,2236,1855,10,2,5,0,2115,1,,
18256951723293733,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,55,"03/04/2026 03:32",https://www.instagram.com/stories/megaelectronicosparaguay/3845371078599772459,"Story do Instagram",,Total,2583,2264,10,0,12,0,2423,,,
18073359287154115,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Gs. 4.090.8163 iPhone 14 de 128GB
 Obs: Valor sujeto a alteración",24,"03/04/2026 04:29",https://www.instagram.com/stories/megaelectronicosparaguay/3845399514689100486,"Story do Instagram",,Total,2562,2143,13,1,4,0,2278,,,
18149519434457667,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Gs. 2.779.372 iPhone XS Max de 512GB
 OBS: Valor sujeto a alteración",14,"03/04/2026 04:31",https://www.instagram.com/stories/megaelectronicosparaguay/3845400790285961693,"Story do Instagram",,Total,2438,2025,13,2,1,0,2239,,,
18155438629441142,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Gs. 4.368.833 iPhone 16e de 128GB 
 OBS: Valor sujeto a alteración",28,"03/04/2026 04:36",https://www.instagram.com/stories/megaelectronicosparaguay/3845403199242520541,"Story do Instagram",,Total,2263,1961,10,2,1,0,2156,,,
18132695944521382,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Gs. 5.838.349 OBS: Valor sujeto a alteración  iPhone 16 de 256Gb",22,"03/04/2026 04:42",https://www.instagram.com/stories/megaelectronicosparaguay/3845406070730140439,"Story do Instagram",,Total,2240,1938,15,1,1,3,2077,,,
18321663469148152,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/04/2026 04:55",https://www.instagram.com/stories/megaelectronicosparaguay/3845412834682921441,"Story do Instagram",,Total,2173,1882,12,0,4,2,2119,,,
18092507618112744,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Te esperamos hasta las 16:30h ✨ ✨ ✨",23,"03/04/2026 04:56",https://www.instagram.com/stories/megaelectronicosparaguay/3845413386141565434,"Story do Instagram",,Total,2125,1814,12,2,22,1,2014,1,,
17858135478616428,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Toda la línea del S26 ya disponible ¡Los precios están una locura!",43,"03/05/2026 04:20",https://www.instagram.com/stories/megaelectronicosparaguay/3846119898807849325,"Story do Instagram",,Total,11288,9047,22,2,19,2,2397,1,,
18381872365094916,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 6.514.000 Samsung Galaxy S26 de 256GB y 12GB RAM",28,"03/05/2026 04:42",https://www.instagram.com/stories/megaelectronicosparaguay/3846131170630727085,"Story do Instagram",,Total,2335,2034,14,1,6,0,2157,,,
18241465735305679,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 7.984.000 Samsung Galaxy S26+ de 256GB Y 12GB RAM",16,"03/05/2026 04:48",https://www.instagram.com/stories/megaelectronicosparaguay/3846133708646019144,"Story do Instagram",,Total,2222,1930,11,0,6,0,2078,,29,
17878503546487452,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Pov:  Llegó el Galaxy S26 Ultra y estamos modo…",24,"03/05/2026 04:52",https://www.instagram.com/stories/megaelectronicosparaguay/3846135925302123043,"Story do Instagram",,Total,2111,1866,15,3,7,1,1910,,,
18056649848446793,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 9.850.000 Samsung Galaxy S26 Ultra de 256GB Y 12GB RAM",24,"03/05/2026 05:14",https://www.instagram.com/stories/megaelectronicosparaguay/3846146852378443681,"Story do Instagram",,Total,2040,1801,17,0,5,4,1919,,,
18395280082199699,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",Atentiiiiis,13,"03/05/2026 07:10",https://www.instagram.com/stories/megaelectronicosparaguay/3846205626799676904,"Story do Instagram",,Total,2013,1746,8,1,5,1,1716,,,
18196290880343811,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,57,"03/05/2026 09:35",https://www.instagram.com/stories/megaelectronicosparaguay/3846278479326804756,"Story do Instagram",,Total,1873,1695,8,2,6,1,1785,,,
18567012004049624,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/05/2026 09:40",https://www.instagram.com/stories/megaelectronicosparaguay/3846280765801259913,"Story do Instagram",,Total,1797,1612,6,1,3,0,1721,,,
18123629140587447,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/05/2026 10:49",https://www.instagram.com/stories/megaelectronicosparaguay/3846315818548266092,"Story do Instagram",,Total,1791,1587,5,0,1,0,1710,,,
17940867281996911,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/05/2026 10:50",https://www.instagram.com/stories/megaelectronicosparaguay/3846316037256097597,"Story do Instagram",,Total,1719,1540,9,0,1,0,1646,1,,
17879373516491085,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/05/2026 10:50",https://www.instagram.com/stories/megaelectronicosparaguay/3846316102175501932,"Story do Instagram",,Total,1686,1498,7,0,10,3,1616,,,2
18088297138929300,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¿Vos vos team Pro o Pro Max? Lanzamiento de Xiaomi",33,"03/06/2026 03:32",https://www.instagram.com/stories/megaelectronicosparaguay/3846820634055193655,"Story do Instagram",,Total,2239,1925,12,2,9,3,2032,,,
18175951675378715,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/06/2026 03:38",https://www.instagram.com/stories/megaelectronicosparaguay/3846823282867175657,"Story do Instagram",,Total,2054,1723,6,0,7,1,1956,,,
17876553111510144,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Perfumes árabes en promoción",12,"03/06/2026 04:58",https://www.instagram.com/stories/megaelectronicosparaguay/3846863958925425186,"Story do Instagram",,Total,2029,1716,4,1,4,0,1813,,,
17956665855065872,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 114.000 Perfume Risala Elite Khazna EDP OBS: Valor sujeto a alteración",36,"03/06/2026 05:11",https://www.instagram.com/stories/megaelectronicosparaguay/3846870451120820510,"Story do Instagram",,Total,1904,1643,9,1,5,0,1791,,,
18287598136304600,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 122.000 Perfume Masculina Risala Genesis Omega",22,"03/06/2026 05:18",https://www.instagram.com/stories/megaelectronicosparaguay/3846873986071845490,"Story do Instagram",,Total,1812,1595,8,0,3,1,1736,1,,
17914014087336293,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 108.000 Perfume Unisex Hamidi Daliya EDP",24,"03/06/2026 05:23",https://www.instagram.com/stories/megaelectronicosparaguay/3846876242582201233,"Story do Instagram",,Total,1773,1573,10,1,5,1,1700,,,
17937811587017704,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,56,"03/07/2026 03:32",https://www.instagram.com/stories/megaelectronicosparaguay/3847545507372276482,"Story do Instagram",,Total,9107,7554,25,3,15,1,2644,,,
18167318851406042,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,8,"03/07/2026 03:48",https://www.instagram.com/stories/megaelectronicosparaguay/3847553481708874356,"Story do Instagram",,Total,7920,6799,13,2,5,0,2245,,,
18071923016535391,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¡Les esperamos! @megaeletronicosoficialpy",35,"03/07/2026 03:54",https://www.instagram.com/stories/megaelectronicosparaguay/3847556535556452224,"Story do Instagram",,Total,7663,6618,20,1,5,1,2130,,,6
18563617024027013,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,25,"03/07/2026 04:03",https://www.instagram.com/stories/megaelectronicosparaguay/3847560900207904540,"Story do Instagram",,Total,2215,1993,17,2,3,2,2075,,,
17959275804061688,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","En homenaje a todas las mujeres ✨ ✨ @megaeletronicosoficialpy",12,"03/07/2026 04:42",https://www.instagram.com/stories/megaelectronicosparaguay/3847580468607400236,"Story do Instagram",,Total,2241,1959,8,0,9,0,2116,,,
17871375381457279,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Es el día internacional de la mujer  Mañana, 08 de marzo 

 🌸 🌷 💐",18,"03/07/2026 05:07",https://www.instagram.com/stories/megaelectronicosparaguay/3847592858606576799,"Story do Instagram",,Total,2292,1948,20,1,3,2,2071,,,
17984636000794735,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,29,"03/07/2026 06:03",https://www.instagram.com/stories/megaelectronicosparaguay/3847621388245623875,"Story do Instagram",,Total,7528,6519,35,1,3,0,2011,,,
17888075754329500,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Los sábados en Mega son un 10/10 ✨ ✨",14,"03/07/2026 06:17",https://www.instagram.com/stories/megaelectronicosparaguay/3847628418847046957,"Story do Instagram",,Total,2213,1953,18,0,5,0,2098,,,
18002870174897316,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,13,"03/07/2026 06:32",https://www.instagram.com/stories/megaelectronicosparaguay/3847635747923529191,"Story do Instagram",,Total,2220,1928,26,1,9,1,1903,,,
18117859603616399,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/08/2026 05:45",https://www.instagram.com/stories/megaelectronicosparaguay/3848306785552368644,"Story do Instagram",,Total,2555,2234,11,0,34,2,2340,,,
18069673136248014,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@megaeletronicosoficialpy,26,"03/09/2026 06:17",https://www.instagram.com/stories/megaelectronicosparaguay/3849047718061391032,"Story do Instagram",,Total,9513,7926,12,1,13,0,2315,2,,
17985713081791411,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/09/2026 06:25",https://www.instagram.com/stories/megaelectronicosparaguay/3849051661596316544,"Story do Instagram",,Total,8730,7348,15,3,9,0,2245,,,
18566504395006523,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,28,"03/09/2026 06:28",https://www.instagram.com/stories/megaelectronicosparaguay/3849053263744953712,"Story do Instagram",,Total,8309,6965,7,2,5,0,2122,,,
18083241593339024,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 9.453.000✅ Antes: GS. 11.280.000❌ Monitor Curvo Samsung de 55” Vas a pagar tan solo GS. 394.000 si lo financias en 24 cuotas",41,"03/09/2026 07:00",https://www.instagram.com/stories/megaelectronicosparaguay/3849069202829986460,"Story do Instagram",,Total,2112,1844,7,0,3,1,2013,,,
