"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Cliques no link","Toques em figurinhas"
18174008980405475,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"04/20/2026 12:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3879671610793805164,"Story do Instagram",,Total,7427,5931,24,5,,34,5,6349,,
17847787992696872,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bom dia pessoal 🤩 Vem comigo que hoje eu vou te provar que dá sim pra economizar nos eletrônicos 😉",0,"04/21/2026 04:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3880173455300228120,"Story do Instagram",,Total,9135,8091,33,2,3,62,1,8006,,
18459446152110937,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R10 com Bluetooth U$ 18.00-R$ 91.62 Valor sujeito a alteração",0,"04/21/2026 05:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3880175356745948046,"Story do Instagram",,Total,8631,7568,27,26,,23,4,7600,32,
18122237182624162,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 110.00-R$ 559.90 Valor sujeito a alteração  Tablet Blackview Tab 20 Kids 64GB 4GB RAM",0,"04/21/2026 05:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3880180533674710361,"Story do Instagram",,Total,8468,7270,9,7,2,6,1,7951,8,
18096524189091110,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Xiaomi Redmi Buds 6 Play U$ 9.50-R$ 48.36 Valor sujeito a alteração",0,"04/21/2026 05:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3880182034019200781,"Story do Instagram",,Total,8290,7123,28,44,1,6,3,7587,35,
18082152854527332,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Aiwa AWTWSGM2 U$ 14.90-R$ 75.84 Valor sujeito a alteração",0,"04/21/2026 05:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3880190297729218386,"Story do Instagram",,Total,7919,7014,13,5,1,25,1,7468,15,
17921711514329054,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Loção Facial Anua Peach 77% Niacin Conditioning Milk U$ 12.90-R$ 65.66 Valor sujeito a alteração",0,"04/21/2026 10:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3880324764405971349,"Story do Instagram",,Total,7762,6898,20,6,1,22,1,7306,21,
17888912466355382,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial VT Cosmetics Hydrop Reedle Shot 300hL U$ 22.90-R$ 116.56 Valor sujeito a alteração",0,"04/21/2026 10:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3880327069754814011,"Story do Instagram",,Total,7384,6678,13,7,2,22,0,6988,7,
18162310363438431,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 12.90-R$ 65.66 Shampoo Revlon Re Start Hydration 250 ml Valor sujeito a alteração",0,"04/21/2026 10:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3880350259784802577,"Story do Instagram",,Total,7071,6466,14,2,2,11,1,6725,4,
17955931653067505,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Condicionador Revlon Re Start Hydration U$ 12.90-R$ 65.66 Valor sujeito a alteração",0,"04/21/2026 10:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3880351670723537882,"Story do Instagram",,Total,6954,6304,9,0,4,49,0,6666,3,
18353901787238199,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/22/2026 04:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3880886153188518937,"Story do Instagram",,Total,6993,6022,13,2,1,51,0,6403,,42
18098663836832636,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Aviso: você vai querer tudo que eu vou mostrar de Xiaomi hoje 😅💥 Bom diaaa 🥰",0,"04/22/2026 04:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3880888958934640573,"Story do Instagram",,Total,6579,5753,34,3,1,12,2,5666,,
18419317729135472,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO M8 5G NFC Dual SIM de 512GB 8GB RAM U$ 224.00-R$ 1,140.16 Valor sujeito a alteração",0,"04/22/2026 04:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3880891945455243197,"Story do Instagram",,Total,6756,5569,19,21,1,12,3,5978,22,
18081777986199884,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO M7 NFC Dual SIM de 256GB 8GB RAM U$ 149.00-R$ 758.41 Valor sujeito a alteração",0,"04/22/2026 04:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3880895101291490160,"Story do Instagram",,Total,6592,5470,18,21,,13,3,5958,16,
18319460512283651,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi Redmi Note 15 Dual SIM 128GB 6GB RAM U$ 156.00-R$ 794.04 Valor sujeito a alteração",0,"04/22/2026 04:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3880896851935239026,"Story do Instagram",,Total,6332,5372,19,16,,14,1,5739,25,
18065004458354508,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@desbravaparaguai 

Xiaomi 

Samsung",0,"04/22/2026 06:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3880940199714793850,"Story do Instagram",,Total,6028,5170,21,1,,15,0,5701,,15
18077366285541622,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"04/22/2026 06:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3880947438966060399,"Story do Instagram",,Total,5787,5003,16,0,,34,7,5543,,
18048444407726819,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@fozcidadelinda 

Mega beauty",0,"04/22/2026 11:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3881085085915654995,"Story do Instagram",,Total,4726,4299,16,1,1,7,0,4149,,7
17904273522244424,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@fozcidadelinda 

Victoria’s secret",0,"04/22/2026 11:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3881085636610997722,"Story do Instagram",,Total,4900,4157,19,23,,6,2,4409,,5
18587278906022806,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@fozcidadelinda 

Lacoste",0,"04/22/2026 11:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3881085985778378109,"Story do Instagram",,Total,4903,3996,14,10,1,37,1,4658,,5
18011610575846334,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Mega eletrônicos marcando presença nesse evento incrível 🤩🤩",0,"04/22/2026 16:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3881258893553267976,"Story do Instagram",,Total,2740,2360,13,0,,12,0,2414,,
18114614782790876,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Som de outro nível",0,"04/22/2026 17:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3881272283507775624,"Story do Instagram",,Total,2271,1892,7,0,,7,0,2027,,
18355887760227208,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Experiência premium em som Com cancelação de ruído de outro nível 🎧🤯",0,"04/22/2026 17:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3881283953655313047,"Story do Instagram",,Total,1902,1617,7,0,,4,1,1657,,
18075652607208324,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/22/2026 17:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3881285775921051255,"Story do Instagram",,Total,1784,1476,5,0,,18,0,1588,,
