"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Toques em figurinhas","Cliques no link",Likes
17905250049318632,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,13,"12/23/2025 03:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3793906979921020284,"Story do Instagram",,Total,4157,3751,6,0,,5,0,3956,,,
18083976664882892,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"12/23/2025 03:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3793907062397825519,"Story do Instagram",,Total,4028,3660,5,0,1,4,0,3884,,,
17922059451211749,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/23/2025 03:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3793907125312420857,"Story do Instagram",,Total,4292,3601,3,2,,5,2,3935,,,
18073483145593317,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,19,"12/23/2025 03:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3793907224197293157,"Story do Instagram",,Total,4130,3264,7,0,1,24,1,3969,,,
18340155565225585,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/24/2025 04:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3794662044332047602,"Story do Instagram",,Total,4573,3873,11,3,1,15,6,4278,,,
18061864139252848,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","É Natal e o presente perfeito tá com preço especial! 🎁 🧑🏻‍🎄🎅🏻",16,"12/24/2025 04:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3794674065190514347,"Story do Instagram",,Total,3606,3173,11,0,2,8,0,3411,,,
17985456968920309,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"12/24/2025 04:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3794674501641425942,"Story do Instagram",,Total,3315,3014,12,0,1,5,0,3140,,,
17953381770052456,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"12/24/2025 04:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3794674847369474336,"Story do Instagram",,Total,3217,2925,11,1,,2,0,3012,,,
17857011726579245,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"12/24/2025 04:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3794675127431551383,"Story do Instagram",,Total,3159,2823,14,2,,3,0,2945,,,
17874878709464602,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"12/24/2025 04:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3794675373553317458,"Story do Instagram",,Total,3109,2749,11,2,,4,0,2898,,,
18087118796085657,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Corre que ainda da tempo 🤭🤩 Esperamos por vocês até as 16:30",6,"12/24/2025 04:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3794676775465885736,"Story do Instagram",,Total,3057,2711,12,1,,3,2,2875,,,
18077703371266423,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/24/2025 04:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3794680074629893119,"Story do Instagram",,Total,3195,2670,9,0,,2,0,3153,,,
18067697609161351,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/24/2025 04:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3794680353484032421,"Story do Instagram",,Total,3190,2637,7,0,,,0,3162,,,
17879209095348375,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/24/2025 05:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3794680890900170653,"Story do Instagram",,Total,3223,2566,7,1,,9,0,3160,,,
18073877492580573,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,37,"12/24/2025 15:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3794997715722533980,"Story do Instagram",,Total,5544,4848,26,1,2,19,1,5292,,,
18125375698522831,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/24/2025 19:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3795110993882376353,"Story do Instagram",,Total,5749,5210,15,0,2,34,0,5485,,,
18034228721535906,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Loja aberta !! Te esperamos das 06:30 até 16:30 Bom dia 🤩",20,"12/26/2025 04:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3796104856613261081,"Story do Instagram",,Total,8814,7757,46,4,2,39,4,8350,,,
18026297510595224,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",Sextouu😉,10,"12/26/2025 04:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3796114660882742506,"Story do Instagram",,Total,7420,6742,13,1,,11,0,6945,,,
17909317608273109,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",.,11,"12/26/2025 04:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3796115153738661000,"Story do Instagram",,Total,6953,6445,20,1,1,8,1,6361,,,
18191192122339948,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",". U$ 22.00-R$ 124.30 Valor sujeito a alteração",14,"12/26/2025 04:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3796115323473751834,"Story do Instagram",,Total,6915,6261,16,4,1,5,4,6431,,,
18057807911653652,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 33.00-R$ 186.45 Valor sujeito a alteração",18,"12/26/2025 04:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3796115389718590190,"Story do Instagram",,Total,6752,6102,15,4,,3,1,6385,,,
17982305813942492,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 44.00-R$ 248.60 Valor sujeito a alteração",15,"12/26/2025 04:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3796115448900199677,"Story do Instagram",,Total,6468,5951,15,4,,14,3,6172,,,
17846163348631141,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Agora vou mostrar pra vocês uma marca de perfume que vão amar 😉🤩",20,"12/26/2025 04:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3796129962131527837,"Story do Instagram",,Total,6179,5733,19,0,,15,2,6064,,,
18088879039825643,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"12/26/2025 05:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3796136314799202382,"Story do Instagram",,Total,6058,5592,21,8,,4,0,5513,,,
18051816593407426,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,27,"12/26/2025 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3796151234601251769,"Story do Instagram",,Total,6092,5417,14,10,,17,1,5779,,103,
17902694598180764,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/26/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3796300135606102208,"Story do Instagram",,Total,6352,5673,11,6,2,7,0,5628,1,,
17848944759618128,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/26/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3796300175888207914,"Story do Instagram",,Total,6026,5333,9,5,,5,1,5665,2,,
18083125673166347,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/26/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3796300220112898830,"Story do Instagram",,Total,5834,5142,13,2,1,22,0,5668,12,,
18094620053499696,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/27/2025 04:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3796831926771359906,"Story do Instagram",,Total,8731,7853,21,4,2,23,3,8130,8,,
18169146400379044,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/27/2025 04:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3796852963068174071,"Story do Instagram",,Total,7455,6883,10,3,,11,0,7090,3,,
18000459017698716,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Já conhece a Blackview? 
Vem conferir na Mega Eletrônicos 👀🔥",25,"12/27/2025 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3796867286373062953,"Story do Instagram",,Total,7357,6666,17,4,,12,3,6893,,,
17933864382077419,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/27/2025 05:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3796869239761104001,"Story do Instagram",,Total,7327,6499,13,6,,6,1,6559,12,,
18101269198773816,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/27/2025 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3796870521196453827,"Story do Instagram",,Total,7041,6141,19,28,,11,0,6268,4,,
18082819526164833,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Blackview 🤩👀",22,"12/27/2025 06:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3796911703289063516,"Story do Instagram",,Total,7063,6314,8,1,,9,0,6830,,,
17880803571340829,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/27/2025 07:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3796922135965938948,"Story do Instagram",,Total,6816,6121,17,6,3,34,2,6570,15,,
17995342724855268,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"12/28/2025 04:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3797567866582176358,"Story do Instagram",,Total,8123,7251,20,15,2,24,5,7588,,,
18401041669193405,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,33,"12/28/2025 04:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3797568053270675163,"Story do Instagram",,Total,7288,6528,26,22,2,12,3,6878,,,
18440561329106486,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,36,"12/28/2025 04:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3797568097428303907,"Story do Instagram",,Total,6904,6253,19,23,1,12,4,6601,,,
18089916181985767,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,56,"12/28/2025 04:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3797568228491903806,"Story do Instagram",,Total,6679,5984,21,9,3,49,3,6481,,,
18205132339317177,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Segundouu com a loja cheia!! ✨ ✨",15,"12/29/2025 04:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3798289082095866689,"Story do Instagram",,Total,8774,7889,21,3,2,37,7,7938,,,
18101974945763114,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Vem ver os produtos da Audisat 🔥",11,"12/29/2025 05:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3798313642052642553,"Story do Instagram",,Total,7408,6763,17,0,1,15,3,6701,,,
17993066045886533,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X300 Boombox 3.000 watts U$ 129.90-R$ 740.43 Valor sujeito a alteração",17,"12/29/2025 05:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3798315888446348513,"Story do Instagram",,Total,7381,6494,13,32,,9,1,6697,,,
17988317465877290,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X10 20 watts U$ 12.90-R$ 73.53 Valor sujeito a alteração",18,"12/29/2025 05:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3798317869944651332,"Story do Instagram",,Total,7165,6305,12,9,1,3,1,6750,,,
18082220447177976,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X5 Power 10 watts U$ 8.90-R$ 50.73 Valor sujeito a alteração",12,"12/29/2025 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3798319147865172695,"Story do Instagram",,Total,6737,6114,13,1,1,6,0,6398,,,
17846527401630981,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X5 Play 10 watts U$ 7.90-R$ 45.03 Valor sujeito a alteração",14,"12/29/2025 05:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3798320564927567414,"Story do Instagram",,Total,6529,5958,14,3,2,26,2,6257,,,
18068173625388947,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/29/2025 12:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3798516288952723304,"Story do Instagram",,Total,7487,6231,9,12,,30,1,6735,,,
17921187309205693,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/30/2025 02:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3798962600680744104,"Story do Instagram",,Total,8818,7563,13,0,1,24,2,8458,,,
17859539826576246,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 435.00-R$ 2,444.70 PlayStation 5 Slim Digital Edition 
825GB CFI-2116 8K Valor sujeito a alteração",20,"12/30/2025 06:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3799083593608842218,"Story do Instagram",,Total,9626,7739,15,27,,17,0,9322,,,
17979195764943927,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 17 Pro A3256 eSIM 256GB 
12GB RAM de 6.3"" 48+48+48MP 18MP U$ 1,205.00-R$ 6,772.10 Valor sujeito a alteração",20,"12/30/2025 07:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3799090059187145841,"Story do Instagram",,Total,10132,7397,22,59,1,24,9,9820,,,
17911002342272218,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Protetor Solar Facial em Barra Abib Quick 
Sunstick Protection Bar SPF 50+ 22 g Valor sujeito a alteração  U$ 16.00-R$ 89.92",20,"12/30/2025 07:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3799102208357822068,"Story do Instagram",,Total,9138,7150,13,1,1,5,1,8998,,,
18190598545341538,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Climatizador de Ar ElectroBras EBCA-02 5 em 1 1500 watts 127V ~ 60Hz U$ 97.00-R$ 545.14 Valor sujeito a alteração",20,"12/30/2025 07:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3799114947272755905,"Story do Instagram",,Total,8594,6981,17,24,,21,3,8418,,,
18518043076067167,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO F8 Ultra NFC Dual SIM 
512GB 16GB RAM - Preto (Global) U$ 770.00-R$ 4,327.40 Valor sujeito a alteração",20,"12/30/2025 08:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3799147778623494849,"Story do Instagram",,Total,8540,6966,13,3,,10,1,8371,,,
18014442788804098,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 02:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3799671551277595359,"Story do Instagram",,Total,6669,5792,19,5,1,14,0,5929,8,,
18070589891616665,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 02:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3799671610660509631,"Story do Instagram",,Total,5766,4935,11,4,,6,0,5339,5,,
18019552484624578,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 02:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3799671681636524311,"Story do Instagram",,Total,5463,4724,12,4,,7,0,5243,4,,
17858193126525482,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 02:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3799671866731155239,"Story do Instagram",,Total,5415,4597,11,11,,16,3,5071,7,,
18027438659769705,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 04:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3799740415743209403,"Story do Instagram",,Total,26927,19962,8,8,1,2,1,4618,,,
18093062924501592,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Os novos lançamentos estão imperdiveis!!! 💥🔥",9,"12/31/2025 04:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3799744335630660682,"Story do Instagram",,Total,4673,3847,11,1,,3,1,4170,,,
18089685919965480,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X120 Boombox 1200 watts U$ 89.90-R$ 503.44 Valor sujeito a alteração",18,"12/31/2025 05:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3799771283857693756,"Story do Instagram",,Total,4447,3795,11,4,,3,0,4142,,,
18090370024814536,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,21,"12/31/2025 05:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3799773928676740237,"Story do Instagram",,Total,4203,3684,8,1,,3,0,4012,,,
18063234236253554,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X60 Power 600 watts U$ 49.90-R$ 279.44 Valor sujeito a alteração",15,"12/31/2025 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3799775018465959932,"Story do Instagram",,Total,4021,3595,8,1,,1,1,3884,,,
18075794777348086,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X80 Plus 800 watts U$ 79.90-R$ 447.44 Valor sujeito a alteração",18,"12/31/2025 05:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3799776160994363419,"Story do Instagram",,Total,3918,3555,9,0,,4,0,3822,,,
17897147799226010,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X300 Boombox 3.000 watts U$ 129.90-R$ 727.44 Valor sujeito a alteração",24,"12/31/2025 06:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3799787991406316475,"Story do Instagram",,Total,3951,3455,10,13,,5,2,3693,,,
18334717849242401,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X10 20 watts U$ 12.90-R$ 72.24 Valor sujeito a alteração",38,"12/31/2025 06:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3799789657660713487,"Story do Instagram",,Total,3868,3397,6,1,1,7,0,3779,,,
17928936117182560,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","6:30 até 14:00 ✨ ✨ Horario de atendimento",16,"12/31/2025 06:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3799791519227035921,"Story do Instagram",,Total,3825,3309,8,0,2,14,0,3697,,,
18081203243335869,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"12/31/2025 16:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3800090294399079441,"Story do Instagram",,Total,5770,5195,16,3,2,22,5,5521,,,
18403056598121630,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/31/2025 19:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3800184418926322996,"Story do Instagram",,Total,5529,5054,11,0,2,31,3,5326,,,
18138886378422355,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","✨ Ano novo começou! ✨

Que 2026 seja um ano cheio de conquistas, alegrias, e paz 🤩",20,"01/02/2026 03:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3801157945389052812,"Story do Instagram",,Total,8309,7407,19,1,1,32,2,7952,,,
18082140031923753,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Chegou a hora de jogar onde você quiser! 💥🎮",10,"01/02/2026 05:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3801214440801635321,"Story do Instagram",,Total,7033,6293,14,0,1,8,1,6381,,,
18155739454412575,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 14.00-R$ 78.40 Valor sujeito a alteração  Console Portátil Game Box X7M WOW de 3.5"" com 500 Jogos (Inglês Chinês)",13,"01/02/2026 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3801215852252082946,"Story do Instagram",,Total,6985,5976,18,14,1,7,1,6331,,,
18076764689359952,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Console Portátil Game Box G7 de 3.5"" com 666 Jogos (Inglês Chinês) U$ 11,50 | R$ 64,40 Valor sujeito a alteração",19,"01/02/2026 05:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3801217197935782565,"Story do Instagram",,Total,6694,5782,15,4,,2,0,6370,,,
18067793006167664,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Console Portátil Game Box Sup A12 de 3"" com 666 Jogos(Espanhol Inglês Chinês) U$ 11.00-R$ 61.60 Valor sujeito a alteração",15,"01/02/2026 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3801218489689128606,"Story do Instagram",,Total,6252,5653,7,3,,3,1,5979,,,
17846935215627746,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Console Portátil Game Box G5 de 3"" com 500 Jogos - (Inglês Chinês) U$ 10.00-R$ 56.00 Valor sujeito a alteração",15,"01/02/2026 05:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3801219568002768015,"Story do Instagram",,Total,6027,5547,9,1,,9,0,5790,,,
18075217793612970,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Console Portátil Game Box M19 128GB de 3.5"" com 30.000 Jogos  U$ 48.00-R$ 268.80 Valor sujeito a alteração",16,"01/02/2026 05:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3801220771491183330,"Story do Instagram",,Total,5887,5439,11,3,1,5,0,5678,,,
18547130044032838,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Console Portátil Nintendo Switch 2 BEE+ Cupom Mario Kart World U$ 540.00-R$ 3,024.00  Valor sujeito a alteração",25,"01/02/2026 05:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3801222156559435995,"Story do Instagram",,Total,5889,5360,10,4,1,6,0,5688,,,
18085322252108823,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Além dos consoles, temos uma galeria de jogos pra você! 🎮✨",15,"01/02/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3801224891354676554,"Story do Instagram",,Total,5765,5262,10,3,,11,1,5576,,,
18079608521247376,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Corre para Mega eletrônicos!!
💥🤩",18,"01/02/2026 05:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3801226671048186393,"Story do Instagram",,Total,5713,5119,12,1,3,68,8,5467,,,
17890433343404840,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Horario de atendimento! Das 6:00 até as 15:00 ✨ ✨",18,"01/03/2026 04:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3801904323706819917,"Story do Instagram",,Total,10819,9433,30,4,2,42,5,9987,,,
18090599092945141,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"01/03/2026 04:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3801918671498066921,"Story do Instagram",,Total,9844,8541,13,0,,12,0,9344,,,
18101242279772745,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"01/03/2026 04:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3801920291036298131,"Story do Instagram",,Total,10373,8266,22,37,1,11,8,10188,,,
18051450959422181,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO F7 NFC Dual SIM de 512GB 12GB RAM",20,"01/03/2026 04:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3801921532290236282,"Story do Instagram",,Total,10539,8074,20,5,,4,4,10416,,,
17845548345638458,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"01/03/2026 04:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3801923114390104386,"Story do Instagram",,Total,10098,7967,24,18,,10,4,9977,,,
17843853675652221,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","✨PERFUMES UNISSEX QUE FIXAM MUITO ✨ Eles são simplesmente incríveis 🤩",10,"12/18/2025 04:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3790331181460974326,"Story do Instagram",,Total,5250,4541,15,0,3,32,5,4529,,,
18194997775336142,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 25.00-R$ 141.00 Valores sujeitos a alterações  3. Perfume L'haya Marshmallow 
Candy Extrait De Parfum 2. L'haya Zesty Meringue Extrait De Parfum 1. Perfume L'haya Caramel Cashmeran 
Extrait De Parfum",14,"12/18/2025 05:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3790340961369922306,"Story do Instagram",,Total,4597,3982,19,8,,8,0,4285,,,
18192201037337538,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPad 11th Generation (A16) A3354 MD3Y4LL 128GB U$ 359.00-R$ 2,013.99 Valor sujeito a alteração",20,"12/30/2025 09:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3799152854251452187,"Story do Instagram",,Total,8254,6599,14,15,,39,5,8078,,,
