"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Toques em figurinhas","Cliques no link",Likes
18184572796354730,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,4,"12/08/2025 05:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3783100189184707182,"Story do Instagram",,Total,6353,5477,10,0,,3,0,4602,,
17991931286732568,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/08/2025 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3783098991710946521,"Story do Instagram",,Total,6501,5534,9,4,,11,2,4894,,
18076863002218441,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,7,"12/08/2025 05:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3783098497881939427,"Story do Instagram",,Total,6385,5596,10,2,,8,0,4577,,
18069885977612907,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/08/2025 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3783096290889563436,"Story do Instagram",,Total,6683,5735,8,2,,9,0,5023,,
18058674956642502,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,4,"12/08/2025 05:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3783095044585676212,"Story do Instagram",,Total,6866,5909,11,0,,4,0,4516,,
17934746715109219,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Acordou? Então já pode conferir as promoções de natal 🎄 🎅 ✨ ✨",12,"12/08/2025 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3783088989856168731,"Story do Instagram",,Total,7430,6377,23,0,,22,1,5180,,
18065507219631086,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/07/2025 14:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3782657215896203431,"Story do Instagram",,Total,8192,6566,21,7,,43,3,7155,27,
18086260490090759,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/07/2025 14:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3782657096719224708,"Story do Instagram",,Total,8647,6878,21,7,1,8,3,7704,12,
18097109656876552,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/07/2025 14:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3782657029383894467,"Story do Instagram",,Total,9560,7357,49,57,1,11,13,8090,4,
17889359724262567,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"12/06/2025 13:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3781886042849788843,"Story do Instagram",,Total,7405,6041,12,0,1,39,1,5479,,
18099848845753546,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 10:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3781795279294007607,"Story do Instagram",,Total,6074,4775,9,3,,9,0,5791,,
17903303031309023,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 10:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3781789367682589275,"Story do Instagram",,Total,8826,6214,7,9,,6,2,6366,,
18073571777036679,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 10:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3781789367523210830,"Story do Instagram",,Total,9047,6334,8,7,,11,4,6247,,
18074409545029253,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 10:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3781789376633200457,"Story do Instagram",,Total,8098,6635,12,6,1,10,2,5913,,
18053949278654812,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,18,"12/06/2025 06:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3781672931060457235,"Story do Instagram",,Total,4674,3920,11,0,,9,1,4505,,
18080432597167585,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3781666805900189753,"Story do Instagram",,Total,4549,3954,9,2,,2,0,4271,,
18414565321190205,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3781666744285860866,"Story do Instagram",,Total,4572,4032,13,0,1,2,0,4474,2,
17975574224950797,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Muita oferta boa esta te esperando !! 🎄 🎄 🧑🏻‍🎄 🎅🏻 ✨",11,"12/06/2025 05:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3781663692996837142,"Story do Instagram",,Total,6438,5768,15,3,1,9,1,4455,,
18053059748354925,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 05:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3781657164688497901,"Story do Instagram",,Total,5043,4211,10,2,,7,1,4855,,
18135207727486949,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R30 Max com Bluetooth  U$ 17.00-R$ 94.52 Valor sujeito a alteração",10,"12/06/2025 05:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3781638457329313775,"Story do Instagram",,Total,5261,4332,10,8,,4,1,4706,,
18097354276889291,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Blackview BL9000 Pro de 512GB 12GB RAM U$ 460.00-R$ 2,557.60 Valor sujeito a alteração",9,"12/06/2025 04:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3781631130685531554,"Story do Instagram",,Total,5229,4417,11,5,1,6,0,4575,,
18087417352811815,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Blackview AirBuds 30  U$ 10.90-R$ 60.60 Valor sujeito a alteração",14,"12/06/2025 04:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3781626401389627355,"Story do Instagram",,Total,5224,4541,11,8,2,6,0,4838,,
17865238116529771,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 04:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3781607232799623334,"Story do Instagram",,Total,5281,4523,10,3,,4,0,4946,,
18043696262495296,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Horario de atendimento  06:00 ATÉ AS 15:00",17,"12/06/2025 03:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3781594396115417920,"Story do Instagram",,Total,5794,4578,15,1,,12,4,5307,,
17944868490081174,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 03:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3781576634034901523,"Story do Instagram",,Total,7084,5434,41,17,,14,24,5100,4,
17980511186929749,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 03:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3781576422331616795,"Story do Instagram",,Total,5768,4891,9,1,3,3,3,5496,4,
18052345352372247,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/06/2025 03:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3781576371077210929,"Story do Instagram",,Total,6223,5486,11,1,2,16,2,5619,4,
18068626145114308,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🎄Começou a campanha de natal🎄",13,"12/05/2025 12:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3781130479031388756,"Story do Instagram",,Total,7083,6212,17,4,1,33,1,4991,,
18082669075892391,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","As meninas estão querendo cuidar da pele então! 😉 Fiquem de olho que por ai tem novidades",20,"12/05/2025 11:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3781120882900064441,"Story do Instagram",,Total,5551,4754,15,1,1,6,1,5446,,
18165865219386914,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Será que teremos? 🫣🤔",20,"12/05/2025 11:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3781117027076360626,"Story do Instagram",,Total,5807,4848,7,0,,4,0,5717,,
18102002881742405,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sim e vai estar em um preço ótimo !!",20,"12/05/2025 11:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3781110167107601776,"Story do Instagram",,Total,6122,5121,13,2,4,18,8,5940,,
17970340673986432,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/05/2025 06:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3780958065253241495,"Story do Instagram",,Total,6879,5336,28,41,2,7,18,6369,8,
18544688647040546,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/05/2025 06:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3780954961216661376,"Story do Instagram",,Total,8131,6930,10,1,,5,0,6120,2,
18380100457146596,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/05/2025 06:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3780942973577063911,"Story do Instagram",,Total,6316,5594,14,0,,6,4,6193,,
17948881091932965,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/05/2025 05:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3780926796599494281,"Story do Instagram",,Total,8982,7892,32,0,1,18,2,6261,6,
17908303998272487,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Xiaomi 17 Pro Max já disponível ✨",20,"12/04/2025 14:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3780482030875283852,"Story do Instagram",,Total,6519,5156,43,44,1,39,18,5642,,214
17870454381466802,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","👁️ 👁️ 👄 INSS vendo isso:",20,"11/22/2025 08:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3771598928568468367,"Story do Instagram",,Total,9564,8454,44,48,,12,7,9152,,
18318471244222935,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 10:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3780340195309773688,"Story do Instagram",,Total,5367,4382,10,19,,25,1,4971,15,
18085864364291897,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 10:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3780340036303711087,"Story do Instagram",,Total,5327,4425,12,7,1,7,2,4981,10,
18079591264932453,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 10:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3780337071929021158,"Story do Instagram",,Total,5241,4505,12,12,,10,0,4973,12,
18426386647113596,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 09:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3780334144782950461,"Story do Instagram",,Total,5193,4588,7,1,1,3,1,5031,6,
18154242805420447,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 09:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3780334001530686174,"Story do Instagram",,Total,5541,4694,14,9,1,8,1,5341,9,
18302003371257332,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,5,"12/04/2025 09:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3780326798862187420,"Story do Instagram",,Total,5927,5128,13,2,1,11,0,4490,,
18302411206267558,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Facial Medicube Collagen Night Wrapping Mask U$ 20.00-R$ 108.40 Valor sujeito a alteração",18,"12/04/2025 05:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3780186819326468317,"Story do Instagram",,Total,4848,4235,10,3,,19,0,4697,,
18545450962026726,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube PDRN Pink Peptide U$ 22.00-R$ 119.24 Valor sujeito a alteração",9,"12/04/2025 05:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3780185514025515745,"Story do Instagram",,Total,4874,4332,9,3,,7,0,4640,,
18066181844630204,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Medicube Deep Vita C Capsule Cream U$ 18.00-R$ 97.56 Valor sujeito a alteração",18,"12/04/2025 04:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3780183799956053748,"Story do Instagram",,Total,5035,4514,12,5,,4,0,4851,,
17880226725426347,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Almofadas Tônicas Medicube Zero Pore Pad 2.0 de 70 Unidades U$ 21.50-R$ 116.53 Valor sujeito a alteração",9,"12/04/2025 04:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3780182299183761467,"Story do Instagram",,Total,5249,4664,14,8,,9,2,4925,,
18088932922778969,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube TXA Niacinamide 15 U$ 21.00-R$ 113.82 Valor sujeito a alteração",12,"12/04/2025 04:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3780181172241410805,"Story do Instagram",,Total,5492,4880,11,8,,2,1,5149,,
18064731725627373,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/04/2025 04:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3780163436937290168,"Story do Instagram",,Total,6074,5262,30,0,1,23,4,5806,13,
17848067928610766,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/03/2025 09:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3779585006504100566,"Story do Instagram",,Total,5904,4806,18,0,1,32,3,5376,,
18008621597656690,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview W60 com Bluetooth - Khaki + Pulseira U$ 22.00-R$ 119.24 Valor sujeito a alteração",9,"12/03/2025 08:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3779558714643692684,"Story do Instagram",,Total,5412,4744,11,8,1,13,3,4906,,
17858032899505628,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R10 com Bluetooth - Rosa + Pulseira U$ 14.50-R$ 78.59 Valor sujeito a alteração",9,"12/03/2025 08:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3779557654994723343,"Story do Instagram",,Total,5639,4848,12,12,,1,1,5127,,
17930816835147836,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R60 com Bluetooth - Preto + Pulseira U$ 21.50-R$ 116.53 Valor sujeito a alteração",13,"12/03/2025 08:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3779556485765338880,"Story do Instagram",,Total,5875,5149,16,15,1,2,1,5313,,
17903737608305428,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Blackview AirBuds 30 - Frost White U$ 16.00-R$ 86.88 Valor sujeito a alteração",11,"12/03/2025 06:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3779491877520253818,"Story do Instagram",,Total,5831,5150,8,3,,11,1,5392,,
17855622261527834,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Blackview AirBuds 20 com ENC - Lilac Purple U$ 8.75-R$ 47.60 Valor sujeito a alteração",21,"12/03/2025 05:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3779482352213926361,"Story do Instagram",,Total,5943,5308,15,15,1,8,0,5531,,
18135694288478154,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Não perca os próximos story 👉🏻",10,"12/03/2025 04:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3779455667397542085,"Story do Instagram",,Total,6098,5499,9,0,,14,5,5621,,
18185780578346305,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"12/03/2025 04:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3779452277712063807,"Story do Instagram",,Total,6842,6017,12,1,,30,4,6070,,
18076560085972815,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Leave-In em Spray Karseell Maca Power Esence Repair Protein 200 ml U$ 7.50-R$ 40.95 Valor sujeito a alteração  Leave-In Karseell Maca Power Esence Repair Protein Cream 200 ml U$ 8.50-R$ 46.41 Valor sujeito a alteração",10,"12/02/2025 07:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3778804043532558122,"Story do Instagram",,Total,5140,4560,7,2,1,32,4,4874,,
18055843262320115,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Kit Máscara Capilar Karseell Maca Essence Repair Collagen 500 ml + Óleo Capilar 50 ml U$ 15.00-R$ 81.90 Valor sujeito a alteração",15,"12/02/2025 07:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3778799621553108651,"Story do Instagram",,Total,5227,4694,10,5,,8,1,4896,,
18351265228203205,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Capilar Karseell Maca Essence Purple Hair Mask 500 ml U$ 11.00-R$ 60.06 Valor sujeito a alteração",9,"12/02/2025 07:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3778797438031965124,"Story do Instagram",,Total,5366,4744,8,6,,4,1,5082,,
18114420124517674,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Capilar Karseell Maca Essence Repair Collagen 500 ml U$ 4.85-R$ 26.48 Valor sujeito a alteração",19,"12/02/2025 07:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3778797323057716001,"Story do Instagram",,Total,5558,4837,13,18,,3,0,5291,,
18099315112832523,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Óleo Capilar Karseell Maca Essence Oil 50 ml U$ 5.90-R$ 32.21 Valor sujeito a alteração",18,"12/02/2025 06:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3778795736897814497,"Story do Instagram",,Total,5590,5130,12,7,1,3,1,5356,,
17982191240937247,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Condicionador Karseell BNC Argan Super Detangle 500 ml U$ 10.00-R$ 54.60  Valor sujeito a alteração",13,"12/02/2025 06:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3778794448457899357,"Story do Instagram",,Total,5663,5243,12,2,,9,0,5405,,
17854590717580216,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Shampoo Karseell Maca Power Essence Anti-Hair Loss 500 ml U$ 11.00-R$ 60.06 Valor sujeito a alteração",10,"12/02/2025 06:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3778794223886500742,"Story do Instagram",,Total,5922,5397,11,10,,3,1,5503,,
18032088974750529,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 13.00-R$ 70.98 SHAMPOO KARSEELL MACA POWER ANTI-DANDRUFF 500ML  Valor sujeito a alteração",9,"12/02/2025 06:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3778794106747949260,"Story do Instagram",,Total,6236,5605,12,8,,12,0,5651,,
18335825590238132,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/02/2025 05:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3778739627059440963,"Story do Instagram",,Total,6631,5852,16,0,1,21,4,5899,6,
18090312596512765,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Leti que resolve!!
Em ação",19,"12/02/2025 05:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3778739277229268351,"Story do Instagram",,Total,7453,6546,19,1,1,29,9,6813,,
18010070030648641,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","✨ Dezembro chegou! Que venha um mês de muita luz, prosperidade e boas notícias. Acredite na sua força!"" ✨",15,"12/01/2025 06:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3778050539587190094,"Story do Instagram",,Total,8157,7241,34,4,1,68,7,7552,,
17994196685717957,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","A melhor marca é indiscutível: Audisat! Venha correndo garantir a sua. 🏃💨",9,"12/01/2025 06:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3778050240818569197,"Story do Instagram",,Total,8113,7461,15,1,,1,1,7499,,
18542715487044518,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adaptador Streaming Wireless Automotivo Audisat X Carplay CA361-B4 USB HDMI para iOS Android U$ 45.00-R$ 246.15 Valor sujeito a alteração",16,"12/01/2025 06:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3778050157041514645,"Story do Instagram",,Total,8588,7584,12,5,,5,0,7936,,
18102305473737610,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adaptador Streaming Wireless Automotivo Audisat X Carplay CA400 USB para iOS Android U$ 45.00-R$ 246.15 Valor sujeito a alteração",11,"12/01/2025 06:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3778049953869419018,"Story do Instagram",,Total,8986,7747,15,22,,9,0,7641,,
18500783689075276,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adaptador Wireless Automotivo Audisat X Carplay CA505 para iOS Android U$ 22.00-R$ 120.34 Valor sujeito a alteração",12,"12/01/2025 06:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3778049713141538101,"Story do Instagram",,Total,9192,7917,15,13,,11,0,8090,,
17954316696024067,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Patinete Elétrico Audisat M4 com Rodas de 10"" até 32 km h - Preto Vermelho U$ 315.00-R$ 1,719.90 Valor sujeito a alteração",10,"12/01/2025 04:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3778004646821491237,"Story do Instagram",,Total,9514,8041,15,34,,34,5,8206,,
18106251565653210,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Patinete Elétrico Audisat HL08 com Rodas de 8"" até 18 km h - Preto U$ 130.00-R$ 709.80 Valor sujeito a alteração",21,"12/01/2025 04:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3778004803168321791,"Story do Instagram",,Total,9789,8243,16,39,,4,1,8809,,
17926791483170873,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Triciclo Elétrico Audisat Moto 8"" Bluetooth Speaker - Ice Fire U$ 160.00-R$ 873.60 Valor sujeito a alteração",15,"12/01/2025 04:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3778004340922455651,"Story do Instagram",,Total,10475,8606,23,34,2,16,3,9072,,
18171718864374989,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Patinete Elétrico Audisat Electric Scooter MR-3 com Rodas de 8.5"" até 25 km h - Cinza Preto U$ 175.00-R$ 955.50 Valor sujeito a alteração",10,"12/01/2025 04:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3778004134000670481,"Story do Instagram",,Total,11522,9750,31,45,4,27,7,9374,,
18069126455374034,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Isso resume o que é ser Mega! Essas foram algumas das mais de 600 historias que fazem parte dessa grande equipe, que está sempre dando o seu melhor para te atender.❤️",52,"11/29/2025 13:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3776815548752577543,"Story do Instagram",,Total,4793,4448,17,2,1,22,1,4651,,
18014641526799048,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,42,"11/29/2025 13:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3776810576220624660,"Story do Instagram",,Total,4755,4476,15,0,1,5,0,4654,,
18350479120204444,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",😂😂,34,"11/29/2025 13:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3776809478126696032,"Story do Instagram",,Total,4897,4551,15,0,1,2,1,4759,,
18078614348176607,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Alguém está querendo agradar o gerente aqui em Gabriel 😂😉",38,"11/29/2025 13:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3776808618856352893,"Story do Instagram",,Total,5045,4631,15,3,,,0,4833,,
18138703744461429,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","36 anos de muitas historias, vem conhecer elas com nós e nosso time 🤩",51,"11/29/2025 13:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3776804203386761951,"Story do Instagram",,Total,5163,4614,19,0,,3,1,4960,,
17880084966427770,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/29/2025 10:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3776729589654608951,"Story do Instagram",,Total,5520,4581,10,2,,6,2,5133,,
17856848604562774,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/29/2025 09:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3776700434099541928,"Story do Instagram",,Total,5110,4311,15,8,,4,3,4760,,
18087183037806287,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/29/2025 09:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3776698910434767750,"Story do Instagram",,Total,5080,4558,5,0,,4,0,4930,,
