"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Toques em figurinhas","Cliques no link"
17904385089257206,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Audisat X1 Pro U$ 4.99 - R$ 27.25 Valores sujeitos a alterações",11,"10/04/2025 05:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3735961922710882732,"Story do Instagram",,Total,5775,4859,32,8,4,2,5248,,
18044088074398358,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular realme 14T 5G 256GB  U$ 190.00 - R$ 1,037.40 Valores sujeitos a alterações",16,"10/04/2025 05:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3735960484878338644,"Story do Instagram",,Total,5985,4902,25,5,4,0,5595,,
18092625532840482,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular realme C75x 256GB U$ 135.00 - R$ 737.10  Valores sujeitos a alterações",17,"10/04/2025 05:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3735948921895255953,"Story do Instagram",,Total,6109,5319,32,13,11,2,5702,,
18068849677997552,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Vem pra Mega! 🔥",19,"10/04/2025 05:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3735946528449232683,"Story do Instagram",,Total,8285,7042,38,3,23,3,6114,1,
17901468519270788,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple Watch Series 10  U$ 339.00 - R$ 1,854.33 Valores sujeitos a alterações",9,"10/03/2025 07:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3735293408408874865,"Story do Instagram",,Total,7989,6542,34,43,52,5,7035,1,
18081577718058996,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPad Pro 256GB  U$ 880.00 - R$ 4,804.80 Valores sujeitos a alterações",9,"10/03/2025 05:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3735235406989481577,"Story do Instagram",,Total,7987,6641,29,15,23,1,7126,,
18016965308787749,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Localizador Apple AirTag  U$ 99.00 - R$ 540.54 Valores sujeitos a alterações",11,"10/03/2025 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3735233556957470581,"Story do Instagram",,Total,8013,6912,30,22,4,1,6972,,
18044070674673857,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Procurando produtos da Apple? 
👀👉🏻",14,"10/03/2025 05:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3735222817752472448,"Story do Instagram",,Total,10395,8895,41,6,32,7,7378,,
18091101868834176,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"10/02/2025 10:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3734673160622149524,"Story do Instagram",,Total,4553,3934,25,1,11,1,4364,,8
18082417084770722,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,12,"10/02/2025 10:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3734673051175949704,"Story do Instagram",,Total,4544,3975,29,2,8,0,4240,1,6
18326147761236027,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"10/02/2025 10:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3734672921320325500,"Story do Instagram",,Total,4654,4068,26,0,6,0,4370,,23
18305575960217101,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,33,"10/02/2025 10:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3734671007081904104,"Story do Instagram",,Total,4889,4227,24,4,5,2,4661,,31
18063136397095047,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,24,"10/02/2025 10:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3734670929277607312,"Story do Instagram",,Total,5024,4275,24,8,4,0,4726,,6
17869281276447327,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,29,"10/02/2025 10:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3734670819160307088,"Story do Instagram",,Total,5600,4469,35,5,9,1,5135,,19
18085706044906483,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi Redmi 15C 256GB U$ 114.75 - R$ 625.39 Valores sujeitos a alterações",22,"10/02/2025 06:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3734546256116135332,"Story do Instagram",,Total,5827,4541,36,34,23,6,5418,4,
18364064392156760,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi Redmi Note 14 Pro 256GB U$ 193.00 - R$ 1,051.85 Valores sujeitos a alterações",21,"10/02/2025 06:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3734544231886317721,"Story do Instagram",,Total,5951,4664,38,27,3,4,5494,2,
18431336152103174,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi 15T Pro 512GB U$ 695.00 - R$ 3,787.75 Valores sujeitos a alterações",6,"10/02/2025 06:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3734542616005527108,"Story do Instagram",,Total,5962,4724,25,9,4,2,5076,,
18035947367495636,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi 15T 512GB  U$ 525.00 - R$ 2,861.25 Valores sujeitos a alterações",17,"10/02/2025 06:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3734541244182937570,"Story do Instagram",,Total,5945,4827,36,15,6,3,5175,1,
18061295969111410,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Lançamentos da Xiaomi 🔥",12,"10/02/2025 06:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3734539060737341154,"Story do Instagram",,Total,6204,5317,48,0,26,1,5290,,
18297371965254258,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fiquem ligados 🔥 Hoje vai sair um reels do novo lançamento da Xiaomi!",16,"10/01/2025 11:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3733976146217211628,"Story do Instagram",,Total,5075,4075,39,11,51,11,4250,,
18071952299239194,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🥳 Feliz dia do vendedor 🤩 🥳 @megaelectronicosparaguay",20,"10/01/2025 11:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3733964133286099669,"Story do Instagram",,Total,6314,5444,27,2,8,1,4461,,
17945792310026530,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,22,"10/01/2025 10:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3733943941839544155,"Story do Instagram",,Total,4782,4203,32,1,7,1,4522,,
18156289816380813,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/01/2025 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3733831535926515691,"Story do Instagram",,Total,4172,3714,15,0,,0,4065,,30
18085255612919253,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/01/2025 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3733831477231474394,"Story do Instagram",,Total,4233,3764,16,0,3,0,4135,,24
18088377628880678,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,4,"10/01/2025 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3733831388949773852,"Story do Instagram",,Total,4267,3821,16,15,3,2,3898,,16
18067431281353547,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/01/2025 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3733831326815293507,"Story do Instagram",,Total,4322,3873,14,1,2,0,4240,,7
18237917293292165,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"10/01/2025 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3733831236109306011,"Story do Instagram",,Total,4470,3941,15,1,3,0,4369,,24
18090410776865059,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara facial Collagen Night Wrapping Mask  U$ 22.00 - R$ 119.68  Valores sujeitos a alterações",18,"10/01/2025 06:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3733827327915538696,"Story do Instagram",,Total,4586,3968,23,4,3,0,4362,,
17919889287176376,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme facial hidratante Deep Vita C  U$ 19.90 - R$ 108.26 Valores sujeitos a alterações",14,"10/01/2025 06:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3733822533381480590,"Story do Instagram",,Total,4693,4032,24,13,4,1,4332,,
18076406443869401,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum facial Medicube PDRN Pink Peptide  U$ 22.00 - R$ 119.68 Valores sujeitos a alterações",17,"10/01/2025 06:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3733820830963836495,"Story do Instagram",,Total,4771,4127,24,4,3,0,4549,,
18062722838618067,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum facial Medicube TXA Niacinamide  U$ 23.00 - R$ 125.12 Valores sujeitos a alterações",12,"10/01/2025 06:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3733819914843930453,"Story do Instagram",,Total,4890,4196,29,6,4,1,4567,1,
18058322069173964,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@megaelectronicosparaguay,15,"10/01/2025 06:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3733813712508503094,"Story do Instagram",,Total,6651,5723,28,7,14,0,4753,1,
18041998841428260,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,13,"10/01/2025 06:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3733804514701813555,"Story do Instagram",,Total,7493,6341,31,5,30,2,5138,2,
18064454084366193,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/30/2025 09:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3733172561753786811,"Story do Instagram",,Total,6414,5181,27,16,41,4,6057,1,55
17842524783590162,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/30/2025 09:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3733172344354607377,"Story do Instagram",,Total,6379,5394,40,45,9,1,5852,,9
17936498322085591,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/30/2025 09:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3733172146878399060,"Story do Instagram",,Total,6382,5451,30,19,4,3,6072,,22
18183532777339539,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/30/2025 09:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3733171906712552233,"Story do Instagram",,Total,6669,5636,37,19,3,2,5951,1,26
18091613044698903,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Tablet Blackview Tab 30 64GB U$ 70.00 - R$ 380.10  Esses preços podem sofrer alterações sem aviso prévio",17,"09/30/2025 06:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3733096674269956101,"Story do Instagram",,Total,6420,5387,34,20,15,7,5957,1,
18072419417233179,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R60  U$ 21.50 - R$ 116.96 Esses preços podem sofrer alterações sem aviso prévio",14,"09/30/2025 06:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3733094479550026691,"Story do Instagram",,Total,6262,5442,31,11,9,2,5836,,
18122652112496421,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R10  U$ 14.50 - R$ 78.88 Esses preços podem sofrer alterações sem aviso prévio",14,"09/30/2025 06:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3733092344682849452,"Story do Instagram",,Total,6425,5511,34,21,6,2,6049,,
18055357709231170,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio AirBuds 20  U$ 9.50 - R$ 51.68 Esses preços podem sofrer alterações sem aviso prévio",15,"09/30/2025 06:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3733090832611112154,"Story do Instagram",,Total,6464,5646,41,11,8,2,6006,1,
17950043684992610,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"09/30/2025 06:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3733081256788823112,"Story do Instagram",,Total,6763,5914,37,0,30,3,6127,1,
17970627338794166,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio QCY MeloBuds Neo  U$ 15.00 - R$ 82.45 Esses preços podem sofrer alterações sem aviso prévio",14,"09/29/2025 07:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3732388204457586851,"Story do Instagram",,Total,5308,4597,25,3,13,0,5059,,
18077831506864170,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido Motorola Moto JR200 U$ 9.00 - R$ 48.87 Esses preços podem sofrer alterações sem aviso prévio",14,"09/29/2025 07:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3732386141614988426,"Story do Instagram",,Total,5510,4635,26,4,4,1,5314,,
18286138603285140,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio JBL TUNE 520BT U$ 25.75 - R$ 139.82 Esses preços podem sofrer alterações sem aviso prévio",16,"09/29/2025 07:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3732384052566422264,"Story do Instagram",,Total,5612,4744,33,19,2,2,5318,,
18077503220286686,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio JBL Endurance RUN 2  Esses preços podem sofrer alterações sem aviso prévio  U$ 22.25 - R$ 121.82",15,"09/29/2025 07:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3732382961166566088,"Story do Instagram",,Total,5627,4816,27,4,1,0,5296,,
17908134201240001,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio Black Shark T11  U$ 19.00 - R$ 103.17 Esses preços podem sofrer alterações sem aviso prévio",15,"09/29/2025 06:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3732378403275399207,"Story do Instagram",,Total,5896,5074,29,0,3,2,5525,1,
18078211868055091,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de ouvido sem fio Audisat X1 PRO  Esses preços podem sofrer alterações sem aviso prévio  U$ 4.99 - R$ 27.10",14,"09/29/2025 06:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3732377116437746505,"Story do Instagram",,Total,6087,5272,37,26,8,2,5466,,
18092710972698768,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Conta aqui pra gente !",18,"09/29/2025 05:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3732324300243422288,"Story do Instagram",,Total,6289,5512,34,0,37,1,5794,1,
17927529009000730,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"09/28/2025 08:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3731706976708685982,"Story do Instagram",,Total,7100,6060,24,12,37,2,6133,,
18071345356949552,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,39,"09/28/2025 08:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3731706921478104405,"Story do Instagram",,Total,7403,6363,25,9,13,3,7074,,
18060078503134924,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,48,"09/28/2025 08:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3731706771909221958,"Story do Instagram",,Total,7900,7007,31,8,18,5,7448,5,
17925260409132926,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,37,"09/27/2025 13:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3731122935227704023,"Story do Instagram",,Total,6487,5646,33,25,34,10,6098,1,
17916617553191583,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Blackview @megaelectronicosparaguay",21,"09/27/2025 11:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3731053438118767592,"Story do Instagram",,Total,7645,6808,24,0,8,0,5610,,
18078815429052061,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Dance e ganhe 🤩",11,"09/27/2025 10:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3731042804081710817,"Story do Instagram",,Total,7399,6751,24,2,6,1,5029,2,
18085463728928598,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Ganhouuuu 🎉🥳",6,"09/27/2025 10:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3731038266700409475,"Story do Instagram",,Total,7450,6867,21,0,1,2,4836,,
18110120083491622,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"09/27/2025 10:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3731034080525017687,"Story do Instagram",,Total,7850,7165,32,0,15,1,5741,,
18104574805609404,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Vem pra mega! 🔥",17,"09/27/2025 07:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3730931935171678593,"Story do Instagram",,Total,5817,5339,36,0,18,2,5449,,
18078874661000719,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview X20 U$ 21.00 - R$ 114.87 Esses preços podem sofrer alterações sem aviso prévio",15,"09/27/2025 06:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3730918599700883430,"Story do Instagram",,Total,5874,5357,26,8,5,0,5524,,
17891028699347217,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R30 Pro U$ 15.00 - R$ 82.05 Esses preços podem sofrer alterações sem aviso prévio",15,"09/27/2025 06:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3730917010453906151,"Story do Instagram",,Total,5992,5438,28,4,3,1,5558,1,
17902822281266440,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview R50 U$ 13.50 - R$ 73.85 Esses preços podem sofrer alterações sem aviso prévio",16,"09/27/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3730902265185239264,"Story do Instagram",,Total,6151,5503,25,12,13,4,5693,,
18083307662075810,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Mibro Lite 3  U$ 33.00 - R$ 180.51 Esses preços podem sofrer alterações sem aviso prévio",14,"09/27/2025 05:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3730899967537141066,"Story do Instagram",,Total,6251,5571,24,10,6,0,5727,,
18042854831393473,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Mibro Watch T1 U$ 22.00 - R$ 120.34 Esses preços podem sofrer alterações sem aviso prévio",14,"09/27/2025 05:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3730898534544820929,"Story do Instagram",,Total,6514,5656,28,7,8,2,5900,1,
17873626947425943,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Mibro C4 U$ 24.00 - R$ 131.28 Esses preços podem sofrer alterações sem aviso prévio",11,"09/27/2025 05:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3730897122448475580,"Story do Instagram",,Total,6664,5745,32,24,6,2,5785,,
17884470924381499,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"09/27/2025 05:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3730895312136519301,"Story do Instagram",,Total,6664,5836,30,1,7,2,5652,1,
18296190505254294,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Ar Condicionado Coby 12.000 BTUs  U$ 289.00 - R$ 1,580.83 Esses preços podem sofrer alterações sem aviso prévio",6,"09/27/2025 05:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3730887073718163929,"Story do Instagram",,Total,6898,5953,22,16,8,0,5546,1,
18042781028682326,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Ar Condicionado HYE HYE 12.000 BTUs  U$ 270.00 - R$ 1,476.90  Esses preços podem sofrer alterações sem aviso prévio",7,"09/27/2025 05:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3730886396648435320,"Story do Instagram",,Total,7212,6096,28,21,4,2,5803,,
17987758094714768,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 279.00 - R$ 1,526.13  Esses preços podem sofrer alterações sem aviso prévio  Ar Condicionado Aiwa 12.000 BTUs",5,"09/27/2025 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3730885529459301983,"Story do Instagram",,Total,7460,6330,32,27,4,5,5569,1,
17922127551153567,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/27/2025 04:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3730867691235439555,"Story do Instagram",,Total,7863,6770,31,0,25,1,6046,,43
18321686683242085,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/26/2025 16:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3730494534083094605,"Story do Instagram",,Total,7276,6201,25,4,23,2,6999,,14
17903769936254095,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/26/2025 16:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3730494494522423804,"Story do Instagram",,Total,7845,6530,42,29,14,1,7266,1,16
17970205709937938,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"09/26/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3730315140110817079,"Story do Instagram",,Total,8110,6671,18,3,25,1,7914,2,7
18026764124527534,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,7,"09/26/2025 05:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3730170673072511419,"Story do Instagram",,Total,10352,8203,44,1,45,6,9603,1,
18049318307321806,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone 17 Pro Max 256GB Deep Blue  U$ 1,710.00 - R$ 9,370.80 Esses preços podem sofrer alterações sem aviso prévio",10,"09/26/2025 05:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3730168938367109988,"Story do Instagram",,Total,11233,8444,55,229,4,12,9114,3,
17861079822486947,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone Air 256GB Sky Blue  U$ 1,220.00 - R$ 6,685.60 Esses preços podem sofrer alterações sem aviso prévio",10,"09/26/2025 05:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3730168052010007751,"Story do Instagram",,Total,11193,8559,38,41,7,2,9476,1,
18063877508365409,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone 17 512GB Black  U$ 1,320.00 - R$ 7,233.60 Esses preços podem sofrer alterações sem aviso prévio",10,"09/26/2025 05:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3730165147152535405,"Story do Instagram",,Total,11115,8572,41,65,3,4,9387,1,
18040998995440713,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Câmera frontal com uma qualidade absurda 🤯",10,"09/26/2025 05:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3730163340053398914,"Story do Instagram",,Total,11337,8620,44,2,12,4,10114,2,
18158515231348620,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone 16 Pro Max Desert Titanium  U$ 1,210.00 - R$ 6,630.80 Esses preços podem sofrer alterações sem aviso prévio",5,"09/26/2025 05:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3730162070605384303,"Story do Instagram",,Total,12117,8667,41,62,4,4,9097,,
18041636891433837,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone 16 Pro Natural Titanium  U$ 999.00 - R$ 5,474.52 Esses preços podem sofrer alterações sem aviso prévio",8,"09/26/2025 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3730160717338346161,"Story do Instagram",,Total,12476,8645,52,123,13,9,11045,1,
17979401177913314,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","iPhone 15 128GB Green  U$ 585.00 - R$ 3,205.80  Esses preços podem sofrer alterações sem aviso prévio",9,"09/26/2025 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3730158112583297804,"Story do Instagram",,Total,11901,8785,57,140,16,15,9935,2,
18099112594714709,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Preços atualizados de iPhones nos próximos stories 👉🏻",19,"09/26/2025 05:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3730155025986586018,"Story do Instagram",,Total,11203,9165,57,9,33,1,10023,2,
18013386350612470,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,13,"09/25/2025 08:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3729521043313887112,"Story do Instagram",,Total,7667,6331,33,3,41,10,5923,2,
18527087800031812,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","AirPods Pro 2 E tem tradução em tempo real! 🤩",26,"09/25/2025 08:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3729516571355368471,"Story do Instagram",,Total,6281,5454,47,18,8,10,5689,3,
