"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Toques em figurinhas","Cliques no link"
18116889673531482,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/03/2025 03:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3757672996224988981,"Story do Instagram",,Total,5739,5186,11,4,4,0,5527,,,
18545247178039778,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/03/2025 03:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3757672975186375320,"Story do Instagram",,Total,5893,5302,14,0,8,1,5719,,,
18138852793458276,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/03/2025 03:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3757672958912439271,"Story do Instagram",,Total,6132,5403,15,1,,2,5847,,,
18044801690690425,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,24,"11/03/2025 03:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3757672909461622052,"Story do Instagram",,Total,6313,5554,17,3,8,2,5985,1,,
18288156043275101,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Smartphone acessível com custo benificio  Olha os seguintes stories 🔥🔥🔥",13,"11/03/2025 03:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3757672197268807879,"Story do Instagram",,Total,6801,5996,27,5,29,2,6149,5,,
18076325186167262,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,41,"11/02/2025 07:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3757078601306031542,"Story do Instagram",,Total,10820,9178,21,7,100,1,6724,9,,
18082335583832995,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix HOT 60 Pro X6885 NFC Dual SIM de 256GB 8GB RAM de 6.78"" 50MP 13MP - Titanium Silver (1 Ano de Garantia)
 U$ 150.00 - R$ 823.50 preço sujeito a alteração",0,"11/01/2025 07:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3756307243794028312,"Story do Instagram",,Total,6230,5418,11,18,36,3,5950,,,
18074638268188919,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix HOT 60 Pro+ X6886 NFC Dual SIM de 256GB 8GB RAM de 6.78"" 50MP 13MP - Misty Violet (1 Ano de Garantia) U$ 180.00 - R$ 988.20
 preço sujeito a alteração",0,"11/01/2025 07:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3756302241776124871,"Story do Instagram",,Total,6428,5531,15,7,10,0,6114,,,
18028600430771499,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,11,"11/01/2025 06:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3756293692039693386,"Story do Instagram",,Total,6442,5437,20,30,8,1,5829,4,,
18313569997222286,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","👩🏼‍🍳😋💙 Vem experimentar como suas comidas vão ficar deliciosas com os produtos da Smartfy!
@smartfypy",7,"11/01/2025 06:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3756281646938185881,"Story do Instagram",,Total,5894,5181,15,7,7,5,5274,,4,
18311791927247511,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sábado é dia de compras na Mega! Vem aproveitar! 🥳 @megaelectronicosparaguay",12,"11/01/2025 06:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3756278220971928132,"Story do Instagram",,Total,7704,6498,15,6,9,1,5476,1,,
18331291018237333,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix HOT 50i X6531 Dual SIM de 256GB 4GB RAM de 6.7"" 48MP 8MP - Sleek Black (1 Ano de Garantia) U$ 83.00 - R$ 455.67 preço sujeito a alteração",0,"11/01/2025 06:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3756268192701421218,"Story do Instagram",,Total,5789,5167,13,2,3,3,5562,,,
17978557928775876,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix Smart 9 Dual SIM de 128GB 4GB RAM de 6.7"" 13MP 8MP - Metallic Black (1 Ano de Garantia) U$ 64.90 - R$ 356.30 preço sujeito a alteração",0,"11/01/2025 05:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3756266999447109656,"Story do Instagram",,Total,5919,5255,12,3,5,0,5632,,,
17955961905006994,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 219.00 - R$ 1,202.31 preço sujeito a alteração  Celular Infinix NOTE 50 Pro Dual SIM de 256GB 8GB RAM de 6.78"" 50+8MP 32MP",19,"11/01/2025 05:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3756266035126334397,"Story do Instagram",,Total,6026,5369,22,4,7,0,5671,,,
18105071494713792,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","As melhores marcas você encontra aqui na Mega! 🔥🔥",16,"11/01/2025 05:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3756262707122260684,"Story do Instagram",,Total,6194,5585,24,4,15,3,5558,1,,
17859899634533184,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","SÁBADO DE LOJA CHEIA  Esperamos vocês até as 15:00 hs  Vem pra Mega ! 🥳💙 @megaelectronicosparaguay",9,"11/01/2025 04:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3756234596318002698,"Story do Instagram",,Total,8714,7301,20,0,35,3,5984,2,,
18060751019433281,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 112.00 - R$ 616.00 Celular Infinix HOT 60i X6728 NFC Dual SIM de 256GB 8GB RAM de 6.7"" 50MP 8MP - (1 Ano de Garantia) preço sujeito a alteração",0,"10/31/2025 07:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3755597261884729344,"Story do Instagram",,Total,5018,4053,18,6,20,5,4658,,,
18316808437170460,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,22,"10/31/2025 07:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3755580522090305151,"Story do Instagram",,Total,4917,4120,19,7,3,2,4723,,,
17919552459054681,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,25,"10/31/2025 07:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3755579698756788552,"Story do Instagram",,Total,4907,4150,24,4,5,0,4671,1,,
18350989750162665,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573744799689412,"Story do Instagram",,Total,4727,4196,12,0,3,4,4613,,9,
17877375927332364,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573613090123241,"Story do Instagram",,Total,4655,4227,11,5,4,2,4538,,4,
18428762194106455,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573566894077943,"Story do Instagram",,Total,4760,4315,9,3,2,0,4576,,2,
18068514599343092,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573524296731952,"Story do Instagram",,Total,4933,4384,12,4,4,0,4727,,4,
18329999803231569,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573476305489603,"Story do Instagram",,Total,5036,4455,19,5,6,0,4687,2,2,
18090013120925628,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/31/2025 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3755573420118581881,"Story do Instagram",,Total,5086,4541,16,0,1,0,4580,,4,
17932693416106110,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Você já conhecia essa marca?",5,"10/31/2025 06:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3755570520613003740,"Story do Instagram",,Total,5130,4594,15,0,2,1,4892,1,,
18081888560108535,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","M I B R O  m i b r o Os preços mais assustadores! 👻",14,"10/31/2025 06:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3755566946713705097,"Story do Instagram",,Total,5363,4822,20,1,2,0,5048,1,,
18084469687961576,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"10/31/2025 06:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3755555890696117343,"Story do Instagram",,Total,5916,5205,21,1,24,1,5232,,,
17847441219592700,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 14:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3755062256515237487,"Story do Instagram",,Total,7013,5911,57,26,32,22,6232,6,14,
17930342604000302,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 14:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3755062124587601459,"Story do Instagram",,Total,7294,6013,53,8,15,5,6276,2,15,
17860665336455721,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 14:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3755062046305133896,"Story do Instagram",,Total,8039,6301,75,134,10,19,6540,2,7,
18059837273571449,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 09:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3754915069521104854,"Story do Instagram",,Total,7416,5946,24,26,34,3,6732,2,15,
18033261803516530,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 09:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3754915012411493729,"Story do Instagram",,Total,7547,6069,27,19,5,0,6988,1,9,
17894608695347113,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/30/2025 09:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3754914946233786464,"Story do Instagram",,Total,7690,6177,96,139,9,29,6618,7,28,
18532054561008904,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Smartwatch Garmin Instinct 2 Solar
U$ 330.00 R$ 1,808.40 preço sujeito a alteração 🇧🇷👇🏼",16,"10/30/2025 08:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3754903722276269964,"Story do Instagram",,Total,6924,6110,17,6,4,0,6778,1,,
18067889717344031,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 1,030.00 R$ 5,644.40 preço sujeito a alteração  Relógio Garmin Fenix 8 AMOLED Sapphire 010-02905-11 51 mm com GPS Wi-Fi 👇🏼🇧🇷",25,"10/30/2025 08:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3754898025346069572,"Story do Instagram",,Total,7060,6173,17,16,7,3,6869,,,
18060888533533097,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Garmin Venu X1 010-02980-01 com GPS 
 U$ 680.00 R$ 3,726.40 preço sujeito a alteração 🇧🇷👇🏼",33,"10/30/2025 08:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3754894505251295017,"Story do Instagram",,Total,7283,6271,15,8,7,2,7102,2,,
17914595568215602,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 370.00 R$ 2,027.60 Relógio Garmin Venu 3S 010-02785-03 com GPS Wi-Fi  Preço sujeito a alteração",27,"10/30/2025 08:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3754892765621769738,"Story do Instagram",,Total,7484,6319,23,17,8,2,7215,2,,
18005374730810034,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","GPS Esportivo Garmin Striker 4 + Transducer 010-01550-01 de 3.5""
 U$ 155.00 R$ - R$ 849.40 preço sujeito a alteração",25,"10/30/2025 08:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3754888166533880044,"Story do Instagram",,Total,7668,6631,23,26,7,1,7275,,,
18330781516225928,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Se você gosta de pescar ou de se movimentar, os próximos stories são pra você! 🎣 🏃🏻‍♂️ Quer melhorar sua experiência esportiva?",12,"10/30/2025 08:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3754886935950235354,"Story do Instagram",,Total,8285,7292,41,4,34,1,7377,3,,
18298851217284953,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Tablet Infinix XPAD 20 - Stellar Grey + Capinha U$ 170.00 - R$ 929.90 preço sujeito a alteração",19,"10/29/2025 06:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3754118756982437797,"Story do Instagram",,Total,6924,5548,21,13,7,0,6645,,,
18072555020463508,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix HOT 50i Dual SIM de 256GB 4GB RAM
 (1 Ano de Garantia) U$ 83.00 - R$ 454.01 preço sujeito a alteração",0,"10/29/2025 06:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3754115864883961553,"Story do Instagram",,Total,6742,5532,19,3,3,1,6464,,,
17850699900578470,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix Smart 9 Dual SIM de 128GB 4GB RAM
(1 Ano de Garantia) U$ 64.90 - R$ 355.00 preço sujeito a alteração",0,"10/29/2025 06:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3754114893164435647,"Story do Instagram",,Total,6985,5564,25,6,4,2,6594,,,
17871222117451537,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Infinix NOTE 50 Pro - Racing Edition + Carregador Wireless (1 Ano de Garantia) U$ 219.00 - R$ 1,197.93 preços sujeito a alteração",25,"10/29/2025 06:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3754112874261318261,"Story do Instagram",,Total,6957,5655,29,6,4,2,6552,3,,
18530706880047812,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"10/29/2025 06:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3754096990423689522,"Story do Instagram",,Total,6859,5824,17,0,12,1,6180,,,
17888167080383875,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,55,"10/28/2025 16:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3753692041814591840,"Story do Instagram",,Total,10989,8823,25,1,48,1,6227,1,,
18062581301398931,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Escova de Dentes Elétrica Xiaomi Electric Toothbrush U$ 25.00 - R$ 137.50 preço sujeito a alteração",0,"10/28/2025 07:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3753422730579523139,"Story do Instagram",,Total,6591,5481,15,8,15,1,6107,,,
18118399879464476,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Xiaomi Redmi Buds 6 Active M2344E1 com NC
 U$ 12.75 - R$ 70.13 preço sujeito a alteração",26,"10/28/2025 07:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3753409539459871515,"Story do Instagram",,Total,6504,5671,18,10,5,1,6086,1,,
18094784356867736,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Câmera IP Xiaomi Smart Camera C400 U$ 35.00 - R$ 192.50 preço sujeito a alteração",21,"10/28/2025 07:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3753404878430484612,"Story do Instagram",,Total,6717,5793,15,14,4,1,6295,,,
18332371435224104,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Xiaomi Watch S4 41mm M2502W1 com GPS Bluetooth - Milanese Strap U$ 165.00 - R$ 907.50 preço sujeito a alteração",22,"10/28/2025 06:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3753397834348610969,"Story do Instagram",,Total,6835,5880,21,15,10,1,6427,,,
17879864925414202,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","A marca preferida de muitos! X I A O M I  X I A O M I ⭐️ 🤩",13,"10/28/2025 06:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3753393270132131477,"Story do Instagram",,Total,7355,6330,37,1,23,2,6377,3,,
18100160254594533,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Capilar Revlon Pro You The Moisturizer Hidrating Mask 500 ml U$ 18.00 - R$ 99.00 Preço sujeito a alteração",0,"10/27/2025 11:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3752811318119318623,"Story do Instagram",,Total,5484,4434,9,1,24,2,5243,,,
18070519070588922,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Audisat X5 Pro com Bluetooth - Cinza U$ 10.90 - R$ 59.95 preço sujeito a alteração",0,"10/27/2025 11:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3752806474587425174,"Story do Instagram",,Total,5739,4597,18,17,9,2,5391,,,
17920349859051495,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Tablet Infinix XPAD 20 X1102 4G 128GB 4GB RAM de 11"" 8MP 5MP - Stellar Grey + Capinha U$ 145.00 - R$ 797.50 preço sujeito a alteração",0,"10/27/2025 11:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3752805061459296193,"Story do Instagram",,Total,5680,4655,14,9,2,1,5363,1,,
18054901460641896,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Medicube Deep Vita C Capsule Cream de 55 g U$ 18.00 - R$ 99.00 preço sujeito a alteração",14,"10/27/2025 11:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3752802957462202786,"Story do Instagram",,Total,5584,4761,19,7,4,0,5235,2,,
17950279950045532,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO M7 NFC Dual SIM de 128GB 6GB RAM de 6.9"" 50MP 8MP U$ 113.50 - R$ 624.25 preço sujeito a alteração",31,"10/27/2025 11:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3752801886136276198,"Story do Instagram",,Total,5696,4806,21,21,7,1,5531,,,
17976781280781532,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Projetor Wanbo Mini Pro 250 ANSI Lúmens com HDMI e USB Bivolt U$ 75.00 - R$ 412.50 preço sujeito a alteração",18,"10/27/2025 11:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3752800196737760001,"Story do Instagram",,Total,5872,4935,15,20,4,0,5609,,,
18073738441982588,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Itel A90 A6610L Dual SIM de 64GB 3GB RAM de 6.6"" 13MP 5MP U$ 57.00 - R$ 313.50
 preço sujeito a alteração",28,"10/27/2025 11:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3752799080432106495,"Story do Instagram",,Total,6183,5230,27,22,16,2,5842,,,
18033140918713937,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Quais produtos vocês gostariam de ver hoje?",0,"10/27/2025 06:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3752668426981672206,"Story do Instagram",,Total,6266,5400,12,0,36,1,5817,1,,
17947328609921121,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/26/2025 08:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3751983044380196264,"Story do Instagram",,Total,5025,4135,10,5,24,2,4790,3,,
18102468667730221,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,49,"10/26/2025 08:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3751982948615802362,"Story do Instagram",,Total,5281,4541,12,1,16,0,5121,,,
18020659091786256,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,35,"10/26/2025 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3751982560474934292,"Story do Instagram",,Total,5652,5154,17,5,10,2,5377,,,
18311681959219331,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,32,"10/26/2025 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3751982388164512808,"Story do Instagram",,Total,7004,6248,15,1,22,0,6612,1,,
18081003572070928,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio IMILAB imiki MB1 com Bluetooth - Preto + Pulseira U$ 28.50 - R$ 157.04 preço sujeito a alteração",0,"10/25/2025 07:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3751251597935614367,"Story do Instagram",,Total,4420,3702,17,1,22,0,4148,,,
18105998203612526,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,23,"10/25/2025 07:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3751237869114575842,"Story do Instagram",,Total,4200,3595,23,13,5,1,3969,2,,
18392879476125393,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","- R$ 27.49 preço sujeito a alteração",12,"10/25/2025 07:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3751237743226778612,"Story do Instagram",,Total,4301,3654,20,5,2,1,3970,,,
17951933196013029,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","- R$ 468.35 preço sujeito a alteração",9,"10/25/2025 07:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3751237262324657790,"Story do Instagram",,Total,4416,3708,19,12,1,1,3837,,,
17947815336045520,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fritadeira Elétrica Quanta QTFED718 com dos Dispensadores Hybridspray 1.800 watts 7 Litros 220V ~ 50 60 Hz - Preta U$ 98.00 - R$ 539.98 preço sujeito a alteração  @quanta.cd",0,"10/25/2025 07:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3751233321994101838,"Story do Instagram",,Total,4556,3893,16,1,2,1,4138,,2,
18073534904268021,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Equipe sua cozinha com Quanta e facilite sua vida! 🍟 👩🏻‍🍳",9,"10/25/2025 06:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3751219791454643259,"Story do Instagram",,Total,4249,3708,20,7,6,0,3693,,,
18072432443195661,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/25/2025 05:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3751192139347892740,"Story do Instagram",,Total,3952,3412,13,2,5,0,3653,,6,
17946965127053113,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","As melhores marcas, os melhores preços! Encontre tudo o que você precisa aqui! 🔥 🔥",10,"10/25/2025 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3751176647316983610,"Story do Instagram",,Total,3945,3370,17,1,2,0,3685,1,,
18298597063281870,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/25/2025 04:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3751149175221382740,"Story do Instagram",,Total,3833,3376,15,1,4,0,3451,,5,
18151411915410402,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Já visitou nosso setor de cosméticos?",9,"10/25/2025 04:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3751148651302465151,"Story do Instagram",,Total,3754,3493,16,1,4,1,3603,,,
17976117197933791,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,11,"10/25/2025 04:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3751146617207628726,"Story do Instagram",,Total,3950,3572,15,0,4,0,3757,,,6
18097909966687850,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Medicube Deep Vita C Capsule Cream de 55 g U$ 18.00 - R$ 99.18 preço sujeito a alteração",14,"10/25/2025 04:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3751140726903273970,"Story do Instagram",,Total,4241,3654,21,5,9,1,3866,,,
17867423025397651,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 8.00 - R$ 44.08 Kit Creme para Mãos Stella Dustin Essential Hand Cream Collection 30 ml - 6 Unidades preço sujeito a alteração",16,"10/25/2025 04:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3751139927074623310,"Story do Instagram",,Total,4488,3887,20,9,1,0,4055,,,
18083173964074720,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Dia perfeito para fazer comprinhas Feliz sábado pra todo mundo 😎✨",13,"10/25/2025 03:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3751132655300766991,"Story do Instagram",,Total,4664,4120,36,1,13,1,4167,,,
17869013922464423,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",🤣🤣❤️,8,"10/24/2025 15:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3750744898053183723,"Story do Instagram",,Total,4237,3418,18,0,11,0,3288,1,27,
18080128142032407,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/24/2025 15:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3750742181930827417,"Story do Instagram",,Total,3861,3334,19,3,1,1,3502,,7,
18176285791363801,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/24/2025 15:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3750742101911875433,"Story do Instagram",,Total,4095,3538,17,3,1,0,3840,,6,
